IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
40.223.251.118,25212,TRUE,IAD,North America,Ashburn,261 ms,5036 kB/s
75.127.120.150,25212,TRUE,IAD,North America,Ashburn,269 ms,5036 kB/s
104.253.10.135,25222,TRUE,IAD,North America,Ashburn,259 ms,5036 kB/s
172.121.56.110,25212,TRUE,IAD,North America,Ashburn,261 ms,5036 kB/s
72.9.224.40,25212,TRUE,IAD,North America,Ashburn,266 ms,5036 kB/s
104.253.10.128,25220,TRUE,IAD,North America,Ashburn,235 ms,5036 kB/s
172.120.243.187,25220,TRUE,IAD,North America,Ashburn,264 ms,5036 kB/s
207.210.125.40,25228,TRUE,MIA,North America,Miami,235 ms,5036 kB/s
72.9.224.59,25212,TRUE,IAD,North America,Ashburn,261 ms,5031 kB/s
172.121.10.234,25228,TRUE,IAD,North America,Ashburn,263 ms,5031 kB/s
64.81.180.161,25232,TRUE,IAD,North America,Ashburn,294 ms,5031 kB/s
172.121.56.111,25220,TRUE,IAD,North America,Ashburn,262 ms,5031 kB/s
72.14.147.80,25220,TRUE,IAD,North America,Ashburn,268 ms,5030 kB/s
75.127.120.240,25212,TRUE,IAD,North America,Ashburn,273 ms,5030 kB/s
64.81.180.168,25232,TRUE,IAD,North America,Ashburn,282 ms,5029 kB/s
75.127.120.81,25212,TRUE,IAD,North America,Ashburn,275 ms,5029 kB/s
172.121.56.182,25220,TRUE,IAD,North America,Ashburn,271 ms,5027 kB/s
75.127.120.80,25212,TRUE,IAD,North America,Ashburn,267 ms,5027 kB/s
172.121.56.16,25212,TRUE,IAD,North America,Ashburn,261 ms,5027 kB/s
64.81.180.14,25227,TRUE,IAD,North America,Ashburn,238 ms,5027 kB/s
172.121.37.221,25212,TRUE,IAD,North America,Ashburn,267 ms,5027 kB/s
75.127.120.156,25212,TRUE,IAD,North America,Ashburn,261 ms,5027 kB/s
104.253.10.204,25222,TRUE,IAD,North America,Ashburn,274 ms,5027 kB/s
172.121.37.186,25222,TRUE,IAD,North America,Ashburn,234 ms,5026 kB/s
172.121.33.62,25220,TRUE,IAD,North America,Ashburn,237 ms,5026 kB/s
64.81.180.13,25232,TRUE,IAD,North America,Ashburn,281 ms,5026 kB/s
172.121.37.102,25222,TRUE,IAD,North America,Ashburn,272 ms,5023 kB/s
172.121.37.252,25212,TRUE,IAD,North America,Ashburn,263 ms,5023 kB/s
172.120.243.247,25220,TRUE,IAD,North America,Ashburn,275 ms,5023 kB/s
172.252.113.6,25242,TRUE,MIA,North America,Miami,228 ms,5023 kB/s
40.223.251.121,25212,TRUE,IAD,North America,Ashburn,272 ms,5021 kB/s
40.223.251.144,25212,TRUE,IAD,North America,Ashburn,270 ms,5021 kB/s
64.81.180.204,25232,TRUE,IAD,North America,Ashburn,238 ms,5020 kB/s
172.121.37.184,25212,TRUE,IAD,North America,Ashburn,268 ms,5020 kB/s
207.210.125.13,25228,TRUE,MIA,North America,Miami,242 ms,5020 kB/s
172.121.56.186,25212,TRUE,IAD,North America,Ashburn,265 ms,5020 kB/s
209.51.136.154,25226,TRUE,MIA,North America,Miami,254 ms,5020 kB/s
64.81.180.225,25232,TRUE,IAD,North America,Ashburn,268 ms,5020 kB/s
172.121.37.151,25212,TRUE,IAD,North America,Ashburn,269 ms,5018 kB/s
172.121.56.171,25212,TRUE,IAD,North America,Ashburn,271 ms,5017 kB/s
172.121.37.227,25212,TRUE,IAD,North America,Ashburn,267 ms,5017 kB/s
172.121.33.11,25212,TRUE,IAD,North America,Ashburn,259 ms,5016 kB/s
172.121.33.140,25220,TRUE,IAD,North America,Ashburn,274 ms,5014 kB/s
64.81.180.19,25212,TRUE,IAD,North America,Ashburn,256 ms,5014 kB/s
172.121.37.188,25222,TRUE,IAD,North America,Ashburn,239 ms,5012 kB/s
72.9.224.55,25212,TRUE,IAD,North America,Ashburn,236 ms,5011 kB/s
172.120.243.220,25220,TRUE,IAD,North America,Ashburn,238 ms,5011 kB/s
40.223.157.240,25212,TRUE,IAD,North America,Ashburn,271 ms,5011 kB/s
40.223.157.37,25212,TRUE,IAD,North America,Ashburn,265 ms,5010 kB/s
209.51.136.169,25226,TRUE,MIA,North America,Miami,238 ms,5010 kB/s
172.121.56.186,25220,TRUE,IAD,North America,Ashburn,263 ms,5010 kB/s
209.51.136.177,25262,TRUE,MIA,North America,Miami,238 ms,5008 kB/s
172.121.33.14,25212,TRUE,IAD,North America,Ashburn,263 ms,5008 kB/s
172.252.113.19,25229,TRUE,MIA,North America,Miami,241 ms,5008 kB/s
172.121.56.157,25212,TRUE,IAD,North America,Ashburn,280 ms,5008 kB/s
40.183.95.159,25227,TRUE,IAD,North America,Ashburn,275 ms,5007 kB/s
40.183.198.253,25212,TRUE,IAD,North America,Ashburn,260 ms,5007 kB/s
172.121.49.170,25232,TRUE,MIA,North America,Miami,225 ms,5006 kB/s
172.120.250.99,25232,TRUE,MIA,North America,Miami,241 ms,5006 kB/s
172.120.250.110,25232,TRUE,MIA,North America,Miami,240 ms,5005 kB/s
75.127.120.230,25212,TRUE,IAD,North America,Ashburn,281 ms,5004 kB/s
172.120.243.237,25220,TRUE,IAD,North America,Ashburn,268 ms,5004 kB/s
40.223.157.250,25222,TRUE,IAD,North America,Ashburn,238 ms,5004 kB/s
172.121.37.176,25222,TRUE,IAD,North America,Ashburn,268 ms,5004 kB/s
209.51.136.161,25229,TRUE,MIA,North America,Miami,241 ms,5004 kB/s
75.127.120.215,25212,TRUE,IAD,North America,Ashburn,241 ms,5002 kB/s
172.121.37.16,25220,TRUE,IAD,North America,Ashburn,242 ms,5001 kB/s
172.120.243.211,25222,TRUE,IAD,North America,Ashburn,265 ms,5001 kB/s
64.81.180.163,25212,TRUE,IAD,North America,Ashburn,239 ms,5001 kB/s
72.9.224.241,25222,TRUE,IAD,North America,Ashburn,268 ms,5001 kB/s
